context,anon_worker_id,trial_number,img_id,img_file,description,q_overall.preimg,q_overall.postimg,q_reconstructivity.preimg,q_relevance.preimg,q_relevance.postimg,q_irrelevance.preimg,q_irrelevance.postimg,q_imgfit.preimg,q_imgfit.postimg,article_text
Roof,798830461311827,18,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",2,3,5,3,5,1,3,4,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,510766669177053,8,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",2,3,2,3,3,4,2,3,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,552228145445875,1,church4,Dreifaltigkeitskirche_süd.jpg,An old church next to lots of tombstones. The roof of the church is pointy and has a sign of the cross.,4,4,3,4,4,5,3,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,643703958131427,9,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is shown with a domed roof and dramatic spires,4,5,5,4,5,5,4,4,4,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,568864274458914,8,church4,Dreifaltigkeitskirche_süd.jpg,"There is an image of an old church, with a cemetary right outside the building. The cemetary has many gray stombstones, and the exterior of the church itself is worn.",3,4,3,3,4,5,5,3,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,109393365505621,13,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",1,2,4,2,3,1,1,1,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,045396290546351,17,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",2,2,2,3,3,1,1,2,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,700358255324982,19,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",a church building,2,2,2,3,1,5,5,3,3,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,228309069979381,14,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",5,5,5,3,3,2,2,2,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,168989005784368,16,church4,Dreifaltigkeitskirche_süd.jpg,An old church next to lots of tombstones. The roof of the church is pointy and has a sign of the cross.,5,5,5,5,5,4,5,2,2,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
Roof,492313284957193,5,church4,Dreifaltigkeitskirche_süd.jpg,"There is an image of an old church, with a cemetary right outside the building. The cemetary has many gray stombstones, and the exterior of the church itself is worn.",3,5,2,2,5,5,5,1,5,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope."
